timestamp,bid,ask,imbalance,quoted_spread,bid_q,ask_q,inventory,pnl,pnl_base
1767079071201195110,9795,9815,-0.2,10,9800,9810,3,-570.0,0.0
1767079072221836280,9795,9815,-0.2,10,9800,9810,3,-570.0,0.0
1767079073223981280,9795,9815,-0.3333333333333333,10,9800,9810,3,-570.0,0.0
1767079074221941551,9770,9790,0.42857142857142855,10,9775,9785,3,-645.0,0.0
1767079075191504383,9780,9805,0.5294117647058824,10,9790,9800,3,-607.5,0.0
1767079076224483541,9765,9790,0.3333333333333333,10,9775,9785,3,-652.5,0.0
1767079077223330918,9775,9790,0.8666666666666667,0,9790,9790,4,-645.0,0.0
1767079078221325365,9780,9800,0.5454545454545454,10,9785,9795,4,-615.0,0.0
1767079079212247775,9795,9815,0.3333333333333333,10,9800,9810,4,-555.0,0.0
1767079080220008013,9805,9825,0.8,0,9825,9825,5,-525.0,0.0
1767079082224416029,9880,9905,0.1,9895,0,9895,5,-137.5,0.0
1767079082224416029,9880,9905,0.1,9895,0,9895,5,-137.5,0.0
1767079084222338678,9950,9970,-0.6363636363636364,9950,0,9950,4,190.0,0.0
1767079085174155031,10005,10025,-0.3333333333333333,10,10010,10020,4,410.0,0.0
1767079086224060491,9985,10010,0.15384615384615385,5,9995,10000,4,340.0,0.0
1767079087222726366,9925,9945,-0.07692307692307693,10,9930,9940,4,90.0,0.0
1767079088223808236,9905,9925,-0.8,0,9905,9905,3,0.0,0.0
1767079089221432154,9850,9875,0.23809523809523808,5,9860,9865,3,-157.5,0.0
1767079090224109425,9850,9875,0.3,10,9860,9870,3,-157.5,0.0
1767079092223750204,9815,9835,0.7142857142857143,0,9835,9835,4,-280.0,0.0
1767079093222229772,9845,9870,0.14285714285714285,5,9855,9860,4,-150.0,0.0
1767079093222229772,9845,9870,0.14285714285714285,5,9855,9860,4,-150.0,0.0
1767079095222542095,9875,9895,0.0,5,9880,9885,4,-40.0,0.0
1767079095222542095,9875,9895,0.0,5,9880,9885,4,-40.0,0.0
1767079097221051765,9875,9890,0.5,10,9880,9890,4,-50.0,0.0
1767079098221637065,9845,9865,-0.5,10,9850,9860,4,-160.0,0.0
1767079099219791914,9855,9880,-0.3333333333333333,10,9860,9870,4,-110.0,0.0
1767079100222062403,9870,9895,0.8333333333333334,0,9895,9895,5,-62.5,0.0
1767079101222128829,9885,9905,-0.1111111111111111,9900,0,9900,5,0.0,0.0
1767079102224496377,9925,9940,0.7142857142857143,9940,0,9940,5,187.5,0.0
1767079103221045507,9925,9955,0.04,9945,0,9945,5,225.0,0.0
1767079104190441819,9950,9975,0.6666666666666666,9970,0,9970,5,337.5,0.0
1767079105217365886,9950,9975,-0.5294117647058824,9965,0,9965,5,337.5,0.0
1767079106223202559,9925,9945,0.3333333333333333,9940,0,9940,5,200.0,0.0
1767079107224407926,9890,9915,0.4444444444444444,9910,0,9910,5,37.5,0.0
1767079108223201905,9900,9920,-0.3333333333333333,9915,0,9915,5,75.0,0.0
